,Unnamed: 0,hotel,star,review,date,real_date,length
165,165,그랜드 하얏트 서울,5,"룸서비스도 맛있었고 직원분들도 무척 친절하시고 다 좋았어요! 특히 뷰가 아주 멋져요! 다만.. 숙소 청소만 조금 더 신경써주셨으면 좋겠어요ㅜㅠ(욕조에 머리카락이 남아있었고 바닥에 김가루와 책상 위 마른 채소 조각과 깨, 음식 스러기가 있었습니다ㅠㅠ)",2021. 07. 24,2021. 07. 24,139
166,166,그랜드 하얏트 서울,5,교통은 차 없으면 힘들지만 너무 좋았습니다,2021. 07. 23,2021. 07. 23,23
167,167,그랜드 하얏트 서울,5,굿굴 또옹게요,2021. 07. 16,2021. 07. 16,7
168,168,그랜드 하얏트 서울,5,깨끗하고 룸서비스도 좋았어요~^^,2021. 07. 11,2021. 07. 11,18
169,169,그랜드 하얏트 서울,5,진짜 너무 좋았어요 또가고픔,2021. 07. 10,2021. 07. 10,15
170,170,그랜드 하얏트 서울,5,5성급은 처음 묵어보는데 수영장 이용 너무 좋았고 조식은 살짝 아쉬워요 ㅎㅎ 그리고 조금 사람이 많아서 복잡했던 것 같네요 뷰는 정말 맛집이에요💛 좋았습니당,2021. 07. 07,2021. 07. 07,87
171,171,그랜드 하얏트 서울,5,친절하지만 차량 등록 안해줘서 쌩돈 낼뻔했어요ㅋㅋㅋ,2021. 07. 03,2021. 07. 03,28
172,172,그랜드 하얏트 서울,5,너무완벽해요,2021. 07. 03,2021. 07. 03,6
173,173,그랜드 하얏트 서울,5,너무 좋았습니다 또 가고싶네요 ..,2021. 07. 03,2021. 07. 03,19
174,174,그랜드 하얏트 서울,5,비데가 없어 불편했습니다,2021. 07. 02,2021. 07. 02,13
175,175,그랜드 하얏트 서울,5,시티뷰(한강뷰) 서울 한남동 전체가 내려다보이고 탁트여서 너무 좋았어요ㅠㅠ 모닝뷰 야경뷰 모두 최고!!!!!,2021. 06. 27,2021. 06. 27,60
176,176,그랜드 하얏트 서울,5,하얏트 믿고가시죠,2021. 06. 27,2021. 06. 27,9
177,177,그랜드 하얏트 서울,5,쾌적하게 잘 쉬고가요,2021. 06. 25,2021. 06. 25,11
178,178,그랜드 하얏트 서울,5,좋았습니다,2021. 06. 24,2021. 06. 24,5
179,179,그랜드 하얏트 서울,5,너무 좋아요 진짜!!,2021. 06. 24,2021. 06. 24,11
180,180,그랜드 하얏트 서울,5,최고입니다,2021. 06. 22,2021. 06. 22,5
181,181,그랜드 하얏트 서울,5,"처음으로 다시 가보고 싶은 호텔입니다
직원분들도 완전 친절하도 좋어요",2021. 06. 21,2021. 06. 21,38
182,182,그랜드 하얏트 서울,5,"친절하게 응대해주신 프런트, 한강뷰 룸 컨디션도 좋았고 숙박한 기간동안 사람이 얼마없어 수영장 이용하기도 좋았어요!",2021. 06. 07,2021. 06. 07,64
183,183,그랜드 하얏트 서울,5,너무좋아요,2021. 06. 06,2021. 06. 06,5
184,184,그랜드 하얏트 서울,5,정말 좋아욯ㅎㅎ,2021. 06. 05,2021. 06. 05,8
185,185,그랜드 하얏트 서울,5,너무 좋았어요,2021. 06. 05,2021. 06. 05,7
186,186,그랜드 하얏트 서울,5,언니 결혼당일에 쉬라고 예약해줬는데 만족하고 갔습니다. 늦잠자서 조식은 못 먹었데요;;,2021. 06. 03,2021. 06. 03,48
187,187,그랜드 하얏트 서울,5,역시 여긴 뷰맛집이였습니다 륨은 넓진 않았지만 뷰가 다 살렸네요. 1인추가했더니 10마넌쓰 😱 그래도 좋은 경험이였어요!,2021. 05. 31,2021. 05. 31,67
188,188,그랜드 하얏트 서울,5,아침 전망이 정말 좋아요,2021. 05. 31,2021. 05. 31,13
189,189,그랜드 하얏트 서울,5,결혼식 끝내고 선택한 호텔입니다. 너무 좋은 하룻밤 보내고 갑니다. 신랑이 여름에 수영하라 한번 더 오자고 하네요😍😍,2021. 05. 30,2021. 05. 30,65
190,190,그랜드 하얏트 서울,5,"비오는날 남산뷰 너무 좋았습니다!
비오는 날인데도 너무 편하게 쉬었습니다",2021. 05. 28,2021. 05. 28,40
191,191,그랜드 하얏트 서울,5,역쉬~~~그랜드 하얏트 인가봐요....청결했고  깔끔했요..침대도  푹신 잘 잤구요...걸어서  갔는데  언덕에  꼭대기라..올라갈땐  잘못된  길로  샛길인가??계단 산책로 쪽으로  갔더만  힘들어  죽는줄  아랏습니다,2021. 05. 26,2021. 05. 26,123
192,192,그랜드 하얏트 서울,5,1년에 5번이상은가요 넘좋습니다,2021. 05. 25,2021. 05. 25,17
193,193,그랜드 하얏트 서울,5,너무 좋았어용,2021. 05. 23,2021. 05. 23,7
194,194,그랜드 하얏트 서울,5,"다 좋은데
식음료 크레딧은 쓸모가 없어서
아쉬웠어요ㅜ",2021. 05. 22,2021. 05. 22,29
195,195,그랜드 하얏트 서울,5,너무 좋은 시간이었어요~ 한강뷰 최고,2021. 05. 22,2021. 05. 22,20
196,196,그랜드 하얏트 서울,5,좋아요역시,2021. 05. 22,2021. 05. 22,5
197,197,그랜드 하얏트 서울,5,친절하시고 깔끔해서 좋아요,2021. 05. 22,2021. 05. 22,14
198,198,그랜드 하얏트 서울,5,직원분들도 친절하고 잘쉬다왔어요,2021. 05. 20,2021. 05. 20,17
199,199,그랜드 하얏트 서울,5,좋아요! 잊지못할 추억만들고 싶으신 분들은 추천드립니다. 룸서비스 너무 맛있었어요~ 특히 똠얌 국수!,2021. 05. 20,2021. 05. 20,56
200,200,그랜드 하얏트 서울,5,"산중턱이라이동성은떨어지지만
호텔안에서모든걸해결한다면더할나위없이좋아요",2021. 05. 20,2021. 05. 20,37
201,201,그랜드 하얏트 서울,5,국내 최고 호텔,2021. 05. 17,2021. 05. 17,8
202,202,그랜드 하얏트 서울,5,너무 좋았어요!,2021. 05. 17,2021. 05. 17,8
203,203,그랜드 하얏트 서울,5,비가와서 아쉬웠지만 너무 좋았어요 ㅎㅎ,2021. 05. 16,2021. 05. 16,21
204,204,그랜드 하얏트 서울,5,"초록초록한 한강뷰 너무 좋았고, 힐링하면서 행복한 시간 보냈습니다!",2021. 05. 15,2021. 05. 15,37
205,205,그랜드 하얏트 서울,5,너무 좋았습니다. 호텔 시설 자체는 그리 넓지 않지만 야경이 역시 좋네요,2021. 05. 14,2021. 05. 14,40
206,206,그랜드 하얏트 서울,4,남산뷰 좋아요 다만 밖에 실외기인지 소음때문에 .. 편히 못잠,2021. 05. 13,2021. 05. 13,34
207,207,그랜드 하얏트 서울,4,가성비 좋아영,2021. 05. 13,2021. 05. 13,7
208,208,그랜드 하얏트 서울,5,룸컨디션도 좋고 친절하고 좋았습니다,2021. 05. 12,2021. 05. 12,19
209,209,그랜드 하얏트 서울,5,친절하고 야경도좋고 좋습니다~^^,2021. 05. 11,2021. 05. 11,18
210,210,그랜드 하얏트 서울,5,정말 최고입니다,2021. 05. 11,2021. 05. 11,8
211,211,그랜드 하얏트 서울,5,친절하셨어요,2021. 05. 09,2021. 05. 09,6
212,212,그랜드 하얏트 서울,5,"전망 좋은 룸, 잘 쉬고 갑니다",2021. 05. 09,2021. 05. 09,17
213,213,그랜드 하얏트 서울,5,좋아요ㅎㅎ,2021. 05. 08,2021. 05. 08,5
214,214,그랜드 하얏트 서울,5,좋습니다 혼자 있다가 가도 좋을법하네요,2021. 05. 07,2021. 05. 07,21
215,215,그랜드 하얏트 서울,4,친절합니다,2021. 05. 07,2021. 05. 07,5
216,216,그랜드 하얏트 서울,4,깔끔하고 친절했습니다,2021. 05. 06,2021. 05. 06,11
217,217,그랜드 하얏트 서울,5,굿이에요 ㅎㅎ,2021. 05. 06,2021. 05. 06,7
218,218,그랜드 하얏트 서울,4,친절합니다,2021. 05. 05,2021. 05. 05,5
219,219,그랜드 하얏트 서울,5,"통유리로 보이는 경치, 그리고 시설들 모두 너무 좋았어요!!!",2021. 05. 04,2021. 05. 04,34
220,220,그랜드 하얏트 서울,5,2박 잘 쉬다 왔어요.한강뷰가 좋네요,2021. 05. 04,2021. 05. 04,20
221,221,그랜드 하얏트 서울,5,차 없이 가기는 조금 불편하지만 다른건 다 만족합니다~,2021. 05. 04,2021. 05. 04,30
222,222,그랜드 하얏트 서울,5,진짜 뷰 대박,2021. 05. 03,2021. 05. 03,7
223,223,그랜드 하얏트 서울,4,"방은 생각보다 작았지만, 전반적으로 만족스러웠습니다.",2021. 05. 03,2021. 05. 03,29
224,224,그랜드 하얏트 서울,5,"직원분들이 굉장히 친절하셨고, 위치며 분위기며 단연 좋은 호텔이라는 생각이 들 수밖에 없었던 것 같습니다. 덕분에 푹 쉬며 좋은 시간 보냈습니다. 다만 설문조사 때도 말씀드렸던 것처럼 객실에 드라이기가 없었다는 사실을 자기 전에 알게 되었는데, 드라이기를 가져다주시는 시간이 오래 소요되어 많이 피곤했습니다. 또한 시끄러운 분들은 어딜 가나 계시더군요. 어렵겠지만 호텔 차원에서 이를 개선할 수 있는 방안이 있었으면 하는 바람입니다.",2021. 05. 03,2021. 05. 03,242
225,225,그랜드 하얏트 서울,3,좋았네요 ㅎ,2021. 05. 02,2021. 05. 02,6
226,226,그랜드 하얏트 서울,5,좋았어요.,2021. 05. 02,2021. 05. 02,5
227,227,그랜드 하얏트 서울,5,"힐링! 뷰에 힐링! 서비스에 힐링!
힐링~",2021. 05. 02,2021. 05. 02,23
228,228,그랜드 하얏트 서울,5,친절합니다,2021. 05. 01,2021. 05. 01,5
229,229,그랜드 하얏트 서울,5,^^좋앗어요,2021. 04. 30,2021. 04. 30,6
230,230,그랜드 하얏트 서울,5,좋아요! 근데 음식이 맛없어요,2021. 04. 29,2021. 04. 29,16
231,231,그랜드 하얏트 서울,5,너무너무 편하고 시설도 깨끗하고 역시 뷰가 너무 좋아서 좋은 추억만들고 와여,2021. 04. 27,2021. 04. 27,42
232,232,그랜드 하얏트 서울,5,최고였습니다,2021. 04. 26,2021. 04. 26,6
233,233,그랜드 하얏트 서울,5,너무 만족스러운 여행!,2021. 04. 26,2021. 04. 26,12
234,234,그랜드 하얏트 서울,5,직원 분들 엄청 친절함. 객실서 바라보는 야경 환상적임. 다음에 오면 수영장 이용하면 좋겠음,2021. 04. 25,2021. 04. 25,51
235,235,그랜드 하얏트 서울,4,너무깨끗하고좋음,2021. 04. 25,2021. 04. 25,8
236,236,그랜드 하얏트 서울,5,좋았습니다,2021. 04. 24,2021. 04. 24,5
237,237,그랜드 하얏트 서울,5,정말 좋았습니다,2021. 04. 24,2021. 04. 24,8
238,238,그랜드 하얏트 서울,5,뷰가 너무 좋아요.. 행복했습니다🖤🖤,2021. 04. 23,2021. 04. 23,20
239,239,그랜드 하얏트 서울,5,"진짜 최고에요. 말이 더 필요없어요 그냥 최고에용
서비스도 최고고 아 그냥 최고에요",2021. 04. 22,2021. 04. 22,46
240,240,그랜드 하얏트 서울,5,좋았습니다,2021. 04. 22,2021. 04. 22,5
241,241,그랜드 하얏트 서울,5,아주좋아요,2021. 04. 20,2021. 04. 20,5
242,242,그랜드 하얏트 서울,5,너무 잘 쉬다 왔어요,2021. 04. 20,2021. 04. 20,11
243,243,그랜드 하얏트 서울,4,좋아요  또오고싶어요,2021. 04. 19,2021. 04. 19,11
244,244,그랜드 하얏트 서울,5,"뷰가 너무 좋았습니다.
프로포즈 하는 날이어서 높은 층으로 부탁드렸는데, 프론트에서 응원하신다면서 좋은 층으로 배정해주셨습니다.
감사합니다.",2021. 04. 19,2021. 04. 19,78
245,245,그랜드 하얏트 서울,5,이 뷰 실화입니까?? 절대강추입니다,2021. 04. 17,2021. 04. 17,19
246,246,그랜드 하얏트 서울,5,"남산뷰 보고만 있어도 힐링이었어요 !!
조식도 넘 맛있네요😋😋 잘 쉬다 갑니다>_<",2021. 04. 17,2021. 04. 17,46
247,247,그랜드 하얏트 서울,5,"한강뷰 맛집이네요!! 객실서비스도 너무 좋고, 직원분들이 다 친절하세요~ 괜히5성급이 아닌가봐요ㅎㅎ 잘묵고왔습니다~",2021. 04. 14,2021. 04. 14,64
248,248,그랜드 하얏트 서울,5,한강뷰 한강은 멀리있지만 밤에 야경이 멋있었어요,2021. 04. 13,2021. 04. 13,26
249,249,그랜드 하얏트 서울,5,"깔끔하고 너무  친절하셨습니다~~그리고 
 뷰맛집이에요 ㅎㅎㅎㅎㅎ단지  체크아웃 시간에 엘베가  넘  느리다는거.. 그거빼곤  너무좋았어요",2021. 04. 11,2021. 04. 11,77
250,250,그랜드 하얏트 서울,5,항상 잘 쉬다갑니다 감사해요,2021. 04. 10,2021. 04. 10,15
251,251,그랜드 하얏트 서울,1,"뷰는 좋았으나 인포메이션 직원응대가 부산 서동 여인숙보다 못함 미숙한데다가 불친절까지 함
대신 조식의 맛, 숙소의 청결도는 만족함",2021. 04. 10,2021. 04. 10,72
252,252,그랜드 하얏트 서울,5,깔끔하고뷰좋고굿,2021. 04. 09,2021. 04. 09,8
253,253,그랜드 하얏트 서울,5,좋았습니다,2021. 04. 07,2021. 04. 07,5
254,254,그랜드 하얏트 서울,4,"시설 굉장히 좋아요 깔끔하고 전망도 훌륭합니다
다만 직원들이 친절하진 않네요
카운터직원분 제외하고는 친절한 직원을 찾아볼수가 없었습니다
매장 직원하며 룸서비스 직원도 영...",2021. 04. 06,2021. 04. 06,97
255,255,그랜드 하얏트 서울,5,너무좋아요,2021. 04. 03,2021. 04. 03,5
256,256,그랜드 하얏트 서울,5,또가고싶어요,2021. 03. 30,2021. 03. 30,6
257,257,그랜드 하얏트 서울,5,연인. 기념일. 뷰 맛집.,2021. 03. 28,2021. 03. 28,14
258,258,그랜드 하얏트 서울,5,어메니티도 조쿠 일박이 아쉬웠어욭 :),2021. 03. 28,2021. 03. 28,21
259,259,그랜드 하얏트 서울,3,"모든 요청사항에 (와인잔, 얼음, 주차, 칠링바스켓 ,수건 )요금이 붙는데 차라리 가격을 올리고 무료로 제공하는게,,;",2021. 03. 26,2021. 03. 26,66
260,260,그랜드 하얏트 서울,5,좋암ㅅ어요,2021. 03. 25,2021. 03. 25,5
261,261,그랜드 하얏트 서울,4,좋았어요! 근데 먼지가 좀 많더라구요ㅠㅠ 이불 먼지..? 비염있어서 그런지 재채기 엄청했어요,2021. 03. 23,2021. 03. 23,51
262,262,그랜드 하얏트 서울,5,전망 죽이네요!~~,2021. 03. 22,2021. 03. 22,10
263,263,그랜드 하얏트 서울,5,구구구구ㅜㄷ,2021. 03. 20,2021. 03. 20,6
264,264,그랜드 하얏트 서울,5,"변기  물내리는 손잡이 고장요  1102호던가?
그거 빼곤 만족요",2021. 03. 19,2021. 03. 19,36
265,265,그랜드 하얏트 서울,5,"로비서부터 나는 기분 좋은 향과 친절한 서비스, 
멋진 뷰 다 좋았습니다",2021. 03. 17,2021. 03. 17,40
266,266,그랜드 하얏트 서울,5,좋았어요~~~~ 수압은 쪼끔 약한편 ^^ ㅠ,2021. 03. 17,2021. 03. 17,24
267,267,그랜드 하얏트 서울,5,너무잘사용햇습니다,2021. 03. 16,2021. 03. 16,9
268,268,그랜드 하얏트 서울,5,그냥 굿~야경도 좋아요,2021. 03. 15,2021. 03. 15,12
269,269,그랜드 하얏트 서울,5,너무너무 좋아요,2021. 03. 14,2021. 03. 14,8
270,270,그랜드 하얏트 서울,5,연휴에 편히 쉬다 왔어요 다만 너무 건조해서 다음날 일어나니 목이 아프더라는 ㅠㅠ 제습기 요청도 연휴라 사람이 넘 많아 부족해서 못썼어요.. 체크인도 1시간 걸렸으나 체크아웃을 늦춰주시는 배려로 괜찮았어요,2021. 03. 14,2021. 03. 14,114
271,271,그랜드 하얏트 서울,4,뷰는 최고에요!,2021. 03. 13,2021. 03. 13,8
272,272,그랜드 하얏트 서울,5,너무쪼아용~ 체크인은 한시간 전에~,2021. 03. 13,2021. 03. 13,19
273,273,그랜드 하얏트 서울,5,한강뷰가 굉장히 좋았고 방도 넓고 직원분들도 너무 친절하셨습니다!,2021. 03. 10,2021. 03. 10,36
274,274,그랜드 하얏트 서울,4,좋았습니다!,2021. 03. 10,2021. 03. 10,6
275,275,그랜드 하얏트 서울,5,드라이기 빼곤 괜찮아요,2021. 03. 09,2021. 03. 09,12
276,276,그랜드 하얏트 서울,5,너무 좋았어요,2021. 03. 09,2021. 03. 09,7
277,277,그랜드 하얏트 서울,4,"시설이 너무 좋아요
청결해요",2021. 03. 08,2021. 03. 08,15
278,278,그랜드 하얏트 서울,5,야경이 베스트,2021. 03. 08,2021. 03. 08,7
279,279,그랜드 하얏트 서울,5,너무 즐겁고 편하게 쉬다갑니드!!,2021. 03. 02,2021. 03. 02,18
280,280,그랜드 하얏트 서울,5,남산뷰도 너무좋아요 엘베가 불편해요 ㅠ,2021. 03. 01,2021. 03. 01,21
281,281,그랜드 하얏트 서울,5,프리미엄룸 한강뷰 완전 추천드립니다,2021. 03. 01,2021. 03. 01,19
282,282,그랜드 하얏트 서울,5,말이 필요 없는 곳.,2021. 02. 28,2021. 02. 28,11
283,283,그랜드 하얏트 서울,5,짱 좋습니다,2021. 02. 28,2021. 02. 28,6
284,284,그랜드 하얏트 서울,5,뷰가일단최고 호텔 룸서비스 스테이크랑 해물탕은 맛있음 그런데 지하1층 에서 픽업하는 룸서비스는 최악 불고기피자 시켰는데 맛없어서 먹을수가없을 정도. 닭볶음탕은 그나마 먹을만함,2021. 02. 27,2021. 02. 27,97
285,285,그랜드 하얏트 서울,4,"뷰는 엄청 좋음. 단, 엘리베이터가 공사중이라 그런지 타는데 줄이 엄청김. 경리단길과 거리가까워 산책하기 좋지만, 호텔을 나가는 인도가 따로없어서 많이 헤매었음.",2021. 02. 24,2021. 02. 24,90
286,286,그랜드 하얏트 서울,5,"여기가 서울에서 제일 좋은 뷰를 가진 호텔인듯,,",2021. 02. 19,2021. 02. 19,27
287,287,그랜드 하얏트 서울,5,숙소도깔끔하고좋앗어요,2021. 02. 17,2021. 02. 17,11
288,288,그랜드 하얏트 서울,5,좋았습니다,2021. 02. 16,2021. 02. 16,5
289,289,그랜드 하얏트 서울,5,깔끔하고 좋았습니다,2021. 02. 16,2021. 02. 16,10
290,290,그랜드 하얏트 서울,5,너무 친절하시고 뷰가 너무 좋아요,2021. 02. 11,2021. 02. 11,18
291,291,그랜드 하얏트 서울,4,좋았어요 굿,2021. 02. 09,2021. 02. 09,6
292,292,그랜드 하얏트 서울,5,야경최고오오,2021. 02. 09,2021. 02. 09,6
293,293,그랜드 하얏트 서울,4,다 좋았다. 엘리베이터의 혼잡만 빼고는 ...,2021. 02. 08,2021. 02. 08,25
294,294,그랜드 하얏트 서울,5,직원도 친절하구 뷰도 좋아용,2021. 02. 06,2021. 02. 06,15
295,295,그랜드 하얏트 서울,4,야경은 확실히 실망시키지 않는 것 같습니다,2021. 02. 02,2021. 02. 02,23
296,296,그랜드 하얏트 서울,5,깨끗하고. 시설 좋았습니다.,2021. 02. 02,2021. 02. 02,15
297,297,그랜드 하얏트 서울,5,뷰가 좋아요 분위기 짱최고최고,2021. 02. 01,2021. 02. 01,16
298,298,그랜드 하얏트 서울,5,좋아요  깔끔,2021. 02. 01,2021. 02. 01,7
299,299,그랜드 하얏트 서울,5,너무 너무 좋았습니다.,2021. 02. 01,2021. 02. 01,12
